Day,Trip,AverageDailyBoardings,MedianPassengerLoad,Early,OnTime,Late,TotalFareCounts
Saturday,40 - 40W - 09:45,6.8,3,5.5,94.2,0.3,88
Saturday,40 - 40W - 10:15,9.1,8,3.7,88.6,7.7,118
Saturday,40 - 40W - 10:45,9.9,5,5.8,90.5,3.7,129
Saturday,40 - 40W - 11:15,7.2,9,6.5,90.5,3.1,94
Saturday,40 - 40W - 11:45,10.7,5,4.6,92,3.4,139
Saturday,40 - 40W - 12:15,8.6,13,4.6,85.2,10.2,112
Saturday,40 - 40W - 12:45,9.4,3,6.2,93.5,0.3,122
Saturday,40 - 40W - 13:15,6.2,14,4.3,89.5,6.2,81
Saturday,40 - 40W - 13:45,8.5,3,5.6,94.1,0.3,110
Saturday,40 - 40W - 14:15,8.2,16,5.2,80,14.8,106
Saturday,40 - 40W - 14:45,8.5,5,3.3,91.6,5.1,93
Saturday,40 - 40W - 15:15,6.3,18,3.7,88.6,7.7,82
Saturday,40 - 40W - 15:45,6.5,3,7.4,92.3,0.3,85
Saturday,40 - 40W - 16:15,6.9,22,11.7,88.3,0,90
Saturday,40 - 40W - 16:45,6.9,4,7.4,81.5,11.1,90
Saturday,40 - 40W - 17:15,8.3,24,5.2,94.8,0,108
Saturday,40 - 40W - 17:45,6.5,4,5.8,80.3,13.8,84
Saturday,40 - 40W - 18:15,5,20,10.5,89.5,0,60
Saturday,40 - 40W - 18:45,5,4,6.5,91.1,2.5,65
Saturday,40 - 40W - 19:15,7.8,25,11.7,86.2,2.2,102
Saturday,40 - 40W - 19:45,7.2,6,5.2,92.9,1.9,94
Saturday,40 - 40W - 20:15,6.2,26,16.3,83.7,0,81
Saturday,40 - 40W - 20:45,5.4,6,7.1,92.9,0,70
Saturday,40 - 40W - 21:15,3.3,27,16,84,0,36
Saturday,40 - 40W - 21:45,2.7,3,15.4,84.6,0,30
Sunday,40 - 40E - 08:00,3.6,2,5.3,94.7,0,47
Sunday,40 - 40E - 08:30,3.4,2,6.3,92.6,1.1,44
Sunday,40 - 40E - 09:00,5.2,3,4.2,93.7,2.1,68
Sunday,40 - 40E - 09:30,4.7,4,5.6,94.4,0,66
Sunday,40 - 40E - 10:00,6.2,6,4.8,93.4,1.9,81
Sunday,40 - 40E - 10:30,5.5,3,5.3,94.7,0,66
Sunday,40 - 40E - 11:00,7.5,9,4.3,88.6,7.2,97
Sunday,40 - 40E - 11:30,8.5,5.5,6.1,91.3,2.6,119
Sunday,40 - 40E - 12:00,12.2,19,4.2,89.4,6.3,159
Sunday,40 - 40E - 12:30,9.9,5,5.8,92.1,2.1,129
Sunday,40 - 40E - 13:00,9.9,18.5,7.1,88.9,4,129
Sunday,40 - 40E - 13:30,7.8,5,3.2,79.8,16.9,102
Sunday,40 - 40E - 14:00,6.6,27,3.2,79.6,17.2,93
Sunday,40 - 40E - 14:30,8,7,4.8,91,4.2,104
Sunday,40 - 40E - 15:00,9.1,32,3.4,82.3,14.3,118
Sunday,40 - 40E - 15:30,11.2,7,4.2,82.3,13.5,146
Sunday,40 - 40E - 16:00,11.9,40,4.5,91,4.5,155
Sunday,40 - 40E - 16:30,8.5,9,4.2,89.2,6.6,119
Sunday,40 - 40E - 17:00,10,45,5.3,91.8,2.9,130
Sunday,40 - 40E - 17:30,9.4,8,6.3,91.3,2.4,122
Sunday,40 - 40E - 18:00,10.2,49.5,4,91.8,4.2,133
Sunday,40 - 40W - 08:00,7.3,5,4.3,95.1,0.6,102
Sunday,40 - 40W - 08:30,6.1,4.5,8,92,0,79
Sunday,40 - 40W - 09:00,5.6,5,8,92,0,78
Sunday,40 - 40W - 09:30,7,7,9.1,90.9,0,91
Sunday,40 - 40W - 10:00,7.6,6,9.1,90.6,0.3,99
Sunday,40 - 40W - 10:30,10.8,11,5.4,86,8.6,140
Sunday,40 - 40W - 11:00,11.9,6,4.9,95.1,0,167
Sunday,40 - 40W - 11:30,8.2,12,10.3,89.7,0,107
Sunday,40 - 40W - 12:00,9.3,6,8.6,89.1,2.3,121
Sunday,40 - 40W - 12:30,8.1,19.5,6.9,91.1,2,105
Sunday,40 - 40W - 13:00,10.4,6,8.2,90.3,1.4,146
Sunday,40 - 40W - 13:30,12,23,9.1,85.1,5.7,156
Sunday,40 - 40W - 14:00,10.3,9,6.3,86.9,6.9,134
Sunday,40 - 40W - 14:30,12.6,25,4.6,75.9,19.4,164
Sunday,40 - 40W - 15:00,10.8,9,5.1,93.4,1.4,141
Sunday,40 - 40W - 15:30,8.2,35.5,4.6,91.4,4,107
Sunday,40 - 40W - 16:00,9.5,8,7.1,91.7,1.1,123
Sunday,40 - 40W - 16:30,10,41,7.7,87.7,4.6,130
Sunday,40 - 40W - 17:00,6.1,8,7.4,91.7,0.9,79
Sunday,40 - 40W - 17:30,6.2,46,6,92.9,1.1,81
Sunday,40 - 40W - 18:00,4.6,6,16.3,83.7,0,60
Weekday,40 - 40E - 06:15,2.4,1,13.8,86.1,0.1,118
Weekday,40 - 40E - 06:45,11.1,5,4.2,92,3.8,708
Weekday,40 - 40E - 07:15,16.9,3,5.4,92.5,2,"1,067"
Weekday,40 - 40E - 07:45,7.3,3,3.9,87.1,8.9,465
Weekday,40 - 40E - 08:15,7.3,3,6.2,92.9,0.9,462
Weekday,40 - 40E - 08:45,5.6,3,4,88.8,7.2,354
Weekday,40 - 40E - 09:15,6.2,3,8.4,87.7,3.9,389
Weekday,40 - 40E - 09:45,6.7,5.5,3.9,85.7,10.4,420
Weekday,40 - 40E - 10:15,6.8,4,9.2,90.5,0.4,422
Weekday,40 - 40E - 10:45,9.7,6,3.6,87.8,8.6,621
Weekday,40 - 40E - 11:15,8.5,5,5.9,90.3,3.8,525
Weekday,40 - 40E - 11:45,12.5,8,3.6,87.3,9,800
Weekday,40 - 40E - 12:15,8.3,6,9.8,87.9,2.3,531
Weekday,40 - 40E - 12:45,11.3,10,3.7,85.9,10.4,709
Weekday,40 - 40E - 13:15,8.4,6,9.7,88.1,2.2,538
Weekday,40 - 40E - 13:45,11.3,10,4.3,88.3,7.4,724
Weekday,40 - 40E - 14:15,13.3,9,15.1,82.4,2.5,840
Weekday,40 - 40E - 14:45,16,14,3,85.5,11.5,"1,026"
Weekday,40 - 40E - 15:15,12.2,10,8.1,87.1,4.8,779
Weekday,40 - 40E - 15:45,15,13,3.7,89.7,6.6,957
Weekday,40 - 40E - 16:15,10.8,9,7.3,89.8,2.9,688
Weekday,40 - 40E - 16:45,14.5,13,3.2,86.6,10.2,929
Weekday,40 - 40E - 17:15,8.7,8,6.7,89,4.3,558
Weekday,40 - 40E - 17:45,10.1,11,3.5,87.6,8.9,649
Weekday,40 - 40E - 18:15,6.8,9,5,90.2,4.9,436
Weekday,40 - 40E - 18:45,8.6,12,3.8,90.5,5.7,543
Weekday,40 - 40E - 19:15,6.5,8,5.3,93.6,1,408
Weekday,40 - 40E - 19:45,8.3,11,4.6,91.9,3.5,526
Weekday,40 - 40W - 06:15,2.7,1,10.2,88.4,1.4,173
Weekday,40 - 40W - 06:45,3.9,1,8.8,89.7,1.5,243
Weekday,40 - 40W - 07:15,7.5,4,8.7,89.4,1.9,483
Weekday,40 - 40W - 07:45,6.3,3,13.4,84.9,1.7,395
Weekday,40 - 40W - 08:15,7,4,12.8,86,1.3,445
Weekday,40 - 40W - 08:45,9,4,10.1,88.6,1.3,575
Weekday,40 - 40W - 09:15,8.2,6,13.2,84.1,2.6,527
Weekday,40 - 40W - 09:45,8,4,11.9,87.8,0.3,503
Weekday,40 - 40W - 10:15,9.6,8,5.8,88.2,6,614
Weekday,40 - 40W - 10:45,9.4,5,13.5,84.5,2,591
Weekday,40 - 40W - 11:15,9,7,6.6,89.7,3.7,578
Weekday,40 - 40W - 11:45,20,7,7.6,86.8,5.6,"1,278"
Weekday,40 - 40W - 12:15,10.6,10,3.8,88.9,7.3,665
Weekday,40 - 40W - 12:45,10.5,7,10,87.3,2.7,660
Weekday,40 - 40W - 13:15,11.5,11,4.5,89.3,6.2,727
Weekday,40 - 40W - 13:45,10.1,7,15.8,80.4,3.7,636
Weekday,40 - 40W - 14:15,18,13,4.5,87.8,7.7,"1,155"
Weekday,40 - 40W - 14:45,27,14,8.4,82.3,9.3,"1,725"
Weekday,40 - 40W - 15:15,18.7,15,4.9,90.2,4.9,"1,197"
Weekday,40 - 40W - 15:45,13.3,10,7.1,89.8,3.1,852
Weekday,40 - 40W - 16:15,15,14,4.4,83.5,12.1,959
Weekday,40 - 40W - 16:45,9.3,9,8.4,90.3,1.3,593
Weekday,40 - 40W - 17:15,11.5,13,5.7,86.8,7.5,736
Weekday,40 - 40W - 17:45,7.4,8,15.8,82.8,1.4,472
Weekday,40 - 40W - 18:15,10.1,11,6,87.3,6.7,626
Weekday,40 - 40W - 18:45,5.2,8,11.3,88.6,0.1,327
Weekday,40 - 40W - 19:15,6.7,11,4.5,94.1,1.4,423
Weekday,40 - 40W - 19:45,5.5,8,15.4,84.1,0.4,349
