Day,Trip,AverageDailyBoardings,MedianPassengerLoad,Early,OnTime,Late,TotalFareCounts
Sunday,225 - 225E - 13:45,7.1,6,3.4,74.2,22.4,100
Sunday,225 - 225E - 14:15,6.2,7,2.8,64.5,32.7,80
Sunday,225 - 225E - 14:45,8.7,5,2.6,58.2,39.2,104
Sunday,225 - 225E - 15:15,6.6,5,4,77.9,18.1,92
Sunday,225 - 225E - 15:45,9.1,8,3,80.8,16.2,127
Sunday,225 - 225E - 16:15,6.5,6,3.4,93.5,3.2,84
Sunday,225 - 225E - 16:45,7.6,7,3.6,90.4,6,91
Sunday,225 - 225E - 17:15,6.4,11,3.8,82.7,13.5,90
Sunday,225 - 225E - 17:45,5.2,5,3.2,85.7,11.1,52
Sunday,225 - 225E - 18:15,3.3,5,3,86.1,10.9,43
Sunday,225 - 225W - 08:00,4.7,1,3.9,80,16.2,61
Sunday,225 - 225W - 08:30,5.2,5,3.5,95.6,1,68
Sunday,225 - 225W - 09:00,4.3,2,5,91.7,3.3,60
Sunday,225 - 225W - 09:30,6.4,3,2.7,78.4,18.9,90
Sunday,225 - 225W - 10:00,4.9,4,4,96,0,69
Sunday,225 - 225W - 10:30,9.4,2,7.9,89.2,2.9,131
Sunday,225 - 225W - 11:00,6.1,3,2.3,83.2,14.5,79
Sunday,225 - 225W - 11:30,7.8,6,5.6,88.1,6.4,101
Sunday,225 - 225W - 12:00,7.2,3,4.4,91.5,4,101
Sunday,225 - 225W - 12:30,7.2,6,2.3,78.2,19.5,94
Sunday,225 - 225W - 13:00,7.9,7,2.5,77.1,20.4,103
Sunday,225 - 225W - 13:30,8.2,1,8.7,86.1,5.2,106
Sunday,225 - 225W - 14:00,7.7,6,1.5,69.1,29.4,100
Sunday,225 - 225W - 14:30,6.8,7,3.5,78.2,18.3,88
Sunday,225 - 225W - 15:00,8.6,1,6,79,15,121
Sunday,225 - 225W - 15:30,7,5,1.7,74.5,23.7,91
Sunday,225 - 225W - 16:00,8.2,9,3.3,84.2,12.5,106
Sunday,225 - 225W - 16:30,7.1,3,4.8,86.9,8.3,99
Sunday,225 - 225W - 17:00,3.9,3,2.5,74.6,22.9,51
Sunday,225 - 225W - 17:30,4.9,7,4.8,92.1,3.1,64
Sunday,225 - 225W - 18:00,4.6,1,7.5,89.2,3.3,55
Weekday,225 - 225E - 05:45,5.5,2,8.3,86.3,5.3,354
Weekday,225 - 225E - 06:15,4.1,1,11.7,86.9,1.4,261
Weekday,225 - 225E - 06:45,14.2,5,3.5,85.4,11,910
Weekday,225 - 225E - 07:15,14.2,4,2.7,76.7,20.6,879
Weekday,225 - 225E - 07:45,13.7,6,5.2,87.8,6.9,875
Weekday,225 - 225E - 08:15,14,5,3.5,88.4,8.2,881
Weekday,225 - 225E - 08:45,9.5,3,3.9,88.6,7.5,597
Weekday,225 - 225E - 09:15,14.6,7,3.2,83.9,12.9,904
Weekday,225 - 225E - 09:45,14.8,9,3.1,94.7,2.2,950
Weekday,225 - 225E - 10:15,15.6,5,6.2,90.8,3,985
Weekday,225 - 225E - 10:45,21.5,8,3.7,73.4,22.9,"1,379"
Weekday,225 - 225E - 11:15,15.8,7,4.4,71.2,24.4,982
Weekday,225 - 225E - 11:45,15.2,19,3,80,17,975
Weekday,225 - 225E - 12:15,16.6,6,4.3,84.4,11.2,"1,063"
Weekday,225 - 225E - 12:45,12.7,6,4.1,72.6,23.3,814
Weekday,225 - 225E - 13:15,17.3,7,5,77.7,17.3,"1,072"
Weekday,225 - 225E - 13:45,21.1,46,5.6,70.3,24.1,"1,353"
Weekday,225 - 225E - 14:15,16.7,11,2.5,57,40.5,"1,051"
Weekday,225 - 225E - 14:45,25.8,14,2.6,48.2,49.2,"1,627"
Weekday,225 - 225E - 15:15,14.7,9,4.6,80.6,14.8,912
Weekday,225 - 225E - 15:45,13.4,48,2.5,61.3,36.2,820
Weekday,225 - 225E - 16:15,12.7,10,3,72.7,24.4,801
Weekday,225 - 225E - 16:45,12,9,3.5,71.7,24.8,759
Weekday,225 - 225E - 17:15,9.1,9,6.9,81.9,11.2,563
Weekday,225 - 225E - 17:45,9.3,21,4.5,73.9,21.6,557
Weekday,225 - 225E - 18:15,9.3,8,2.5,74.5,23,586
Weekday,225 - 225E - 18:45,7.7,7,3,73.3,23.7,487
Weekday,225 - 225E - 19:15,7.4,7,4.2,90.5,5.3,458
Weekday,225 - 225E - 19:45,7.5,19,4.2,84.5,11.3,467
Weekday,225 - 225E - 20:15,5,8,2.8,88.2,9,314
Weekday,225 - 225E - 20:45,7,7,3.8,86.8,9.4,438
Weekday,225 - 225E - 21:15,5.2,7,3.4,93,3.7,328
Weekday,225 - 225EE - 21:45,4.3,7,2.9,96.1,1.1,270
Weekday,225 - 225W - 05:45,3.7,1,5.6,90.1,4.3,231
Weekday,225 - 225W - 06:15,3.8,1,4.6,90.2,5.3,222
Weekday,225 - 225W - 06:45,11.7,5.5,3.8,92.9,3.3,734
Weekday,225 - 225W - 07:15,13.2,4,3,86.4,10.7,844
Weekday,225 - 225W - 07:45,13.4,5,3.7,92.3,4,857
Weekday,225 - 225W - 08:15,16.1,7,2.8,82.5,14.7,996
Weekday,225 - 225W - 08:45,18.5,9,2.7,86,11.3,"1,187"
Weekday,225 - 225W - 09:15,14.4,4,4.4,91.5,4.1,910
Weekday,225 - 225W - 09:45,14.4,6,4,87.6,8.4,921
Weekday,225 - 225W - 10:15,16.5,8,2.9,81.1,15.9,"1,025"
Weekday,225 - 225W - 10:45,15.6,16,2.9,90.8,6.4,"1,001"
Weekday,225 - 225W - 11:15,18.1,7,3,84.5,12.4,"1,138"
Weekday,225 - 225W - 11:45,14.9,8,3.6,74.8,21.6,956
Weekday,225 - 225W - 12:15,14.5,8,3.3,77.7,19,896
Weekday,225 - 225W - 12:45,16.5,25,2.8,84.7,12.5,"1,054"
Weekday,225 - 225W - 13:15,16.3,8,4.7,84.7,10.6,"1,044"
Weekday,225 - 225W - 13:45,19.8,9,2.9,78.7,18.4,"1,270"
Weekday,225 - 225W - 14:15,20.4,11,3.3,73.5,23.1,"1,267"
Weekday,225 - 225W - 14:45,22.9,45,2.8,77.3,19.8,"1,468"
Weekday,225 - 225W - 15:15,22.8,11,2.4,61.4,36.2,"1,435"
Weekday,225 - 225W - 15:45,16.1,9,2.3,61.2,36.5,"1,017"
Weekday,225 - 225W - 16:15,12.4,9,3.1,78.9,18,779
Weekday,225 - 225W - 16:45,12.7,24,3,65.5,31.5,800
Weekday,225 - 225W - 17:15,11,8,2.4,66.4,31.1,691
Weekday,225 - 225W - 17:45,8.8,7,3.6,70.8,25.7,553
Weekday,225 - 225W - 18:15,7.2,9,3.3,86.6,10.1,449
Weekday,225 - 225W - 18:45,7.8,20,4.9,80.2,14.9,481
Weekday,225 - 225W - 19:15,7.2,8,2.4,75.1,22.5,449
Weekday,225 - 225W - 19:45,6.4,7,2.9,79.7,17.4,406
Weekday,225 - 225W - 20:30,6.5,8,2.8,88.1,9.1,401
Weekday,225 - 225W - 21:00,4.4,7,2.7,81.7,15.6,261
Weekday,225 - 225W - 21:30,3.4,6,3,88.8,8.2,173
