Day,Trip,AverageDailyBoardings,MedianPassengerLoad,Early,OnTime,Late,TotalFareCounts
Weekday,67 - 67E - 06:15,12.7,4,2.1,87.4,10.5,803
Weekday,67 - 67E - 06:45,9.9,3,0.1,92.7,7.2,621
Weekday,67 - 67E - 07:17,7.1,5,0.2,51.8,48,450
Weekday,67 - 67E - 07:50,3.9,2,14.1,85.5,0.4,236
Weekday,67 - 67E - 08:17,9.8,6,0.5,61.3,38.1,618
Weekday,67 - 67E - 08:47,4.8,2,2.3,91.8,5.9,304
Weekday,67 - 67E - 09:16,6.2,5,0.6,73.8,25.6,386
Weekday,67 - 67E - 09:46,7.1,4,2.8,93,4.2,457
Weekday,67 - 67E - 10:16,6.9,5,0.3,83.2,16.5,421
Weekday,67 - 67E - 10:46,11.5,6,1.3,87.1,11.6,738
Weekday,67 - 67E - 11:16,11,7,0.5,69.8,29.7,681
Weekday,67 - 67E - 11:46,7.3,5,0.4,70.2,29.3,470
Weekday,67 - 67E - 12:16,8.2,6,0.6,61.2,38.3,506
Weekday,67 - 67E - 12:46,7,4,1.6,80.6,17.7,441
Weekday,67 - 67E - 13:16,7.5,6,0.7,71.8,27.4,465
Weekday,67 - 67E - 13:46,17.1,8,0.6,61.6,37.8,"1,080"
Weekday,67 - 67E - 14:16,42.5,13,0.8,37.1,62.1,"2,635"
Weekday,67 - 67E - 14:46,15.3,14,0.4,26.7,73,961
Weekday,67 - 67E - 15:16,14,8,0,20.3,79.7,857
Weekday,67 - 67E - 15:46,9.2,5,0.7,27.6,71.7,579
Weekday,67 - 67E - 16:16,10,8,0.1,30.1,69.7,608
Weekday,67 - 67E - 16:46,7.5,5,0.1,56.3,43.6,470
Weekday,67 - 67E - 17:16,8.1,7,1.5,38.9,59.6,486
Weekday,67 - 67E - 17:45,4.9,4,0.4,77.1,22.5,294
Weekday,67 - 67E - 18:15,6.4,6,0.6,55.5,44,389
Weekday,67 - 67E - 18:45,4,3,2.4,90.4,7.2,226
Weekday,67 - 67E - 19:15,4.7,5,2.5,80.5,16.9,278
Weekday,67 - 67E - 19:45,4,4,2.9,92.1,5,240
Weekday,67 - 67E - 20:15,3.4,4,2.8,84.4,12.8,193
Weekday,67 - 67E - 21:26,3,3,5.7,79.1,15.2,77
Weekday,67 - 67E - 20:26,2,2,1.4,66.6,32,84
Weekday,67 - 67E - 20:56,2.5,5,2.3,76.3,21.4,144
Weekday,67 - 67W - 06:00,3.4,1,3.8,92.9,3.4,205
Weekday,67 - 67W - 06:30,12,2,3.7,95.9,0.3,754
Weekday,67 - 67W - 07:00,29.9,10,3.5,88.4,8.1,"1,885"
Weekday,67 - 67W - 07:30,9.2,5,3.5,79.4,17.1,588
Weekday,67 - 67W - 08:00,9.2,4,3.7,91.3,5,580
Weekday,67 - 67W - 08:30,9,7,3.5,93.3,3.1,575
Weekday,67 - 67W - 09:00,6,2,3.4,91.7,4.9,371
Weekday,67 - 67W - 09:30,9.1,8,4.3,92.9,2.8,574
Weekday,67 - 67W - 10:00,7.3,3,3.9,92.7,3.3,463
Weekday,67 - 67W - 10:30,8.1,7,4.9,95.1,0.1,521
Weekday,67 - 67W - 11:00,8.2,2,6.2,91.9,1.9,527
Weekday,67 - 67W - 11:30,6.5,4,5,93.9,1.1,418
Weekday,67 - 67W - 12:00,7.3,2,3.8,89.8,6.4,460
Weekday,67 - 67W - 12:30,5.9,4,3.5,94.1,2.4,373
Weekday,67 - 67W - 13:00,8.5,3,3.5,92.6,3.9,537
Weekday,67 - 67W - 13:30,8.3,5,3.5,92.7,3.8,531
Weekday,67 - 67W - 14:00,9.4,3,5.5,92.5,2,580
Weekday,67 - 67W - 14:30,15.4,10,5.5,65.2,29.4,988
Weekday,67 - 67W - 15:00,15.5,6,5.7,88.1,6.2,978
Weekday,67 - 67W - 15:30,13.4,14,4.8,79.4,15.8,847
Weekday,67 - 67W - 16:00,10,4,3.6,91.3,5.1,619
Weekday,67 - 67W - 16:30,8.3,9,5.8,87.9,6.3,533
Weekday,67 - 67W - 17:00,6.5,3,5.7,89.6,4.7,402
Weekday,67 - 67W - 17:30,8.1,8,5.7,88.2,6.1,519
Weekday,67 - 67W - 18:00,5.5,3,3.4,93,3.6,343
Weekday,67 - 67W - 18:30,5.8,8,4.8,87.6,7.6,357
Weekday,67 - 67W - 19:00,4.9,3,4,95.1,0.9,294
Weekday,67 - 67W - 19:30,3.7,6,4.4,91.3,4.2,234
Weekday,67 - 67W - 20:00,3.7,2,4.9,92.5,2.6,184
Weekday,67 - 67W - 20:30,3,5,6.6,89.3,4.1,169
Weekday,67 - 67W - 21:00,3,4,4.6,85.3,10.1,145
