Day,Trip,AverageDailyBoardings,MedianPassengerLoad,Early,OnTime,Late,TotalFareCounts
Weekday,1 - 1E - 15:55,12.8,7,11.5,69.1,19.4,796
Weekday,1 - 1E - 16:10,19.2,9,8.9,78.4,12.7,"1,207"
Weekday,1 - 1E - 16:25,13.3,9,8.5,77.6,13.9,836
Weekday,1 - 1E - 16:40,16,7,5.6,79.2,15.2,"1,007"
Weekday,1 - 1E - 16:55,11.6,4,13.7,69.1,17.3,705
Weekday,1 - 1E - 17:10,13.4,6.5,5.2,82.7,12.1,860
Weekday,1 - 1E - 17:25,9.2,11,12,83.2,4.8,579
Weekday,1 - 1E - 17:40,13.8,9,7.6,76.8,15.6,857
Weekday,1 - 1E - 17:55,9.8,6,14,81.4,4.6,617
Weekday,1 - 1E - 18:10,13.8,10,3.8,85.3,10.9,884
Weekday,1 - 1E - 18:25,8.4,5,3.9,91.8,4.3,532
Weekday,1 - 1E - 18:40,10.9,5,5.2,88.6,6.2,673
Weekday,1 - 1E - 18:55,7.6,4,4.1,93.2,2.7,485
Weekday,1 - 1E - 19:10,11.2,13,3.9,92.9,3.2,704
Weekday,1 - 1E - 19:45,7.8,8,3.9,90.5,5.6,491
Weekday,1 - 1E - 20:15,8.8,5,4.3,87.6,8.1,544
Weekday,1 - 1E - 20:45,11.9,13,4.2,90.6,5.3,748
Weekday,1 - 1E - 19:30,9.3,7,5.5,90.8,3.7,576
Weekday,1 - 1E - 20:00,7.1,5,4.9,94,1.1,438
Weekday,1 - 1E - 21:15,8.2,9,3.5,91.7,4.8,522
Weekday,1 - 1E - 21:45,8.9,6,4.5,90,5.4,553
Weekday,1 - 1W - 06:00,6.7,2,2.9,94.1,3,431
Weekday,1 - 1W - 06:08,1.7,0,12.4,87.6,0,52
Weekday,1 - 1W - 06:15,4.3,1,3.3,93.1,3.5,265
Weekday,1 - 1W - 06:30,11.4,4,3.6,92.6,3.9,704
Weekday,1 - 1W - 06:45,6.8,5,3.6,73.8,22.6,438
Weekday,1 - 1W - 07:00,12.2,4,3.5,85.7,10.8,766
Weekday,1 - 1W - 07:15,7.1,3,6.6,92.4,1.1,454
Weekday,1 - 1W - 07:30,10.2,4,3.4,84.2,12.4,642
Weekday,1 - 1W - 07:45,8.9,3,4.4,91.2,4.4,562
Weekday,1 - 1W - 08:00,12.3,5,3.7,84,12.4,765
Weekday,1 - 1W - 08:15,9.8,7,2.7,73.6,23.7,627
Weekday,1 - 1W - 08:30,12.2,5,3,70.4,26.7,767
Weekday,1 - 1W - 08:45,10,5,8.4,87.4,4.2,641
Weekday,1 - 1W - 09:00,15,6,5,77.8,17.2,945
Weekday,1 - 1W - 09:15,8.9,3,8.6,85.7,5.7,558
Weekday,1 - 1W - 09:30,14.9,7,4.1,73.2,22.6,922
Weekday,1 - 1W - 09:45,11.6,8,3,73.8,23.2,741
Weekday,1 - 1W - 10:00,16.3,8,2.9,70.3,26.7,"1,030"
Weekday,1 - 1W - 10:15,11.4,6,6.9,82.7,10.4,731
Weekday,1 - 1W - 10:30,16,7,2.7,67.4,29.9,989
Weekday,1 - 1W - 10:45,13.4,6,3.8,79.2,17,845
Weekday,1 - 1W - 11:00,17.4,9,2.9,63,34.2,"1,097"
Weekday,1 - 1W - 11:15,11.9,8,2,60.5,37.5,763
Weekday,1 - 1W - 11:30,15.3,6,3.5,69.8,26.7,977
Weekday,1 - 1W - 11:45,14.5,8,3.6,53.7,42.7,914
Weekday,1 - 1W - 12:00,16,7,4.8,81.2,13.9,"1,026"
Weekday,1 - 1W - 12:15,12.3,6,3.5,75.9,20.7,765
Weekday,1 - 1W - 12:30,15.5,7,4.6,79.2,16.2,978
Weekday,1 - 1W - 12:45,14.1,8,3.3,69.5,27.2,887
Weekday,1 - 1W - 13:00,19.9,13,3.1,48.8,48.1,"1,234"
Weekday,1 - 1W - 13:15,14,6,3.1,73.7,23.1,896
Weekday,1 - 1W - 13:30,17.6,8,2.8,51.1,46.1,"1,108"
Weekday,1 - 1W - 13:45,13.4,7,3.8,65.9,30.3,846
Weekday,1 - 1W - 14:00,19,6,3,66.3,30.7,"1,178"
Weekday,1 - 1W - 14:15,21.1,7,3.1,45.2,51.8,"1,287"
Weekday,1 - 1W - 14:30,26,8,2.7,41.9,55.4,"1,667"
Weekday,1 - 1W - 14:45,15.8,11,3.4,69.3,27.2,"1,008"
Weekday,1 - 1W - 15:00,25.7,10,3,57.7,39.3,"1,616"
Weekday,1 - 1W - 15:15,20.7,8,4.2,64.3,31.6,"1,262"
Weekday,1 - 1W - 15:30,18.4,10,2.7,62.9,34.3,"1,179"
Weekday,1 - 1W - 15:45,16.6,7,2.8,60.7,36.5,"1,032"
Weekday,1 - 1W - 16:00,15.6,7,4,57.7,38.3,949
Weekday,1 - 1W - 16:15,11.8,5,2.9,62.9,34.2,752
Weekday,1 - 1W - 16:30,15.2,14,2.9,68.5,28.6,959
Weekday,1 - 1W - 16:45,13.8,7,3.3,50.3,46.4,842
Weekday,1 - 1W - 17:00,13,7,4.2,69.7,26.1,821
Weekday,1 - 1W - 17:15,9,7,3.8,67.6,28.5,575
Weekday,1 - 1W - 17:30,11.5,6,3.5,75.6,20.9,725
Weekday,1 - 1W - 17:45,9.9,4,8,59.6,32.4,603
Weekday,1 - 1W - 18:00,9.8,5,3.1,78.5,18.4,626
Weekday,1 - 1W - 18:15,9.3,12,3.5,77.4,19.1,585
Weekday,1 - 1W - 18:30,10.2,6,3.7,76.8,19.5,623
Weekday,1 - 1W - 18:45,6.8,5,4.2,89.5,6.3,427
Weekday,1 - 1W - 19:00,8.8,9,4.5,84.5,11,557
Weekday,1 - 1W - 19:15,8,5,3.3,88.3,8.4,503
Weekday,1 - 1W - 19:30,8,4,4.1,84,12,489
Weekday,1 - 1W - 19:45,7.5,5,3.4,87.3,9.2,473
Weekday,1 - 1W - 20:00,8.4,10,3.4,85.3,11.3,529
Weekday,1 - 1W - 20:30,12,9,3.7,80.2,16.1,770
Weekday,1 - 1W - 21:00,8.6,4,3,80,17,532
Weekday,1 - 1W - 21:30,5.3,11,3.2,86.9,9.8,322
