Day,Trip,AverageDailyBoardings,MedianPassengerLoad,Early,OnTime,Late,TotalFareCounts
Saturday,48 - 48W - 13:00,4,3,3.4,92.9,3.7,48
Saturday,48 - 48W - 13:30,3.5,3,3.3,92.8,3.9,39
Saturday,48 - 48W - 14:00,4.9,6,4.1,95.9,0,64
Saturday,48 - 48W - 14:30,6.6,2,3.3,96.7,0,86
Saturday,48 - 48W - 15:00,4.3,2,6.1,93.9,0,43
Saturday,48 - 48W - 15:30,6.5,3,3.5,96.3,0.3,84
Saturday,48 - 48W - 16:00,4.3,5,4.4,95.6,0,51
Saturday,48 - 48W - 16:30,3.6,3,3.3,96.7,0,40
Saturday,48 - 48W - 17:00,4.6,11,7.2,92.8,0,60
Saturday,48 - 48W - 17:30,4.3,2,6.2,93.8,0,51
Saturday,48 - 48W - 18:00,4.5,4,13.1,86.9,0,49
Saturday,48 - 48W - 18:30,2.9,3,4.1,95.9,0,29
Weekday,48 - 48E - 06:00,2.4,1,3.7,95.8,0.4,147
Weekday,48 - 48E - 06:30,1.7,1,3.9,93.9,2.3,83
Weekday,48 - 48E - 07:00,8.1,2,3.6,86.3,10,463
Weekday,48 - 48E - 07:30,5.8,4,3.9,85.9,10.2,358
Weekday,48 - 48E - 08:00,3.1,2,4,89.1,7,189
Weekday,48 - 48E - 08:30,3.7,2,3.6,91.8,4.6,226
Weekday,48 - 48E - 09:00,3.6,1,3.9,92.9,3.1,219
Weekday,48 - 48E - 09:30,6.6,4,3.6,81,15.4,383
Weekday,48 - 48E - 10:00,4.6,2,3.6,92,4.3,255
Weekday,48 - 48E - 10:30,5.5,9,3.9,87.6,8.6,341
Weekday,48 - 48E - 11:00,6.7,4,4,69.4,26.6,431
Weekday,48 - 48E - 11:30,4.6,3,5.2,90.7,4.1,275
Weekday,48 - 48E - 12:00,4.1,3,0.4,34.5,65,255
Weekday,48 - 48E - 12:30,4.4,5,4.7,90.7,4.6,234
Weekday,48 - 48E - 13:00,6.3,4,4.8,86,9.1,395
Weekday,48 - 48E - 13:30,5.5,11,3,82.1,14.9,355
Weekday,48 - 48E - 14:00,5.4,4,9.7,83.6,6.7,327
Weekday,48 - 48E - 14:30,42.1,8,3.7,62.5,33.8,"2,609"
Weekday,48 - 48E - 15:00,8.5,5,4.7,74.8,20.5,538
Weekday,48 - 48E - 15:30,6.9,7,7.7,89.3,2.9,421
Weekday,48 - 48E - 16:00,6.6,4,4.7,83.6,11.8,411
Weekday,48 - 48E - 16:30,7.9,13,4.1,79.8,16.1,505
Weekday,48 - 48E - 17:00,4.9,4,4.5,83.1,12.4,299
Weekday,48 - 48E - 17:30,5.6,4,3.4,78,18.6,361
Weekday,48 - 48E - 18:00,4.6,4,5.4,86.9,7.8,273
Weekday,48 - 48E - 18:30,4,5,4.4,86.4,9.1,230
Weekday,48 - 48E - 19:00,3.7,3,5.3,89.6,5.1,200
Weekday,48 - 48E - 19:30,3.8,19,4.1,87.7,8.3,227
Weekday,48 - 48E - 20:30,6.5,6,3.7,80.2,16.2,401
Weekday,48 - 48E - 21:30,3.9,7,6.2,90.8,3,238
Weekday,48 - 48W - 06:00,2.6,1,3.7,96.3,0,145
Weekday,48 - 48W - 06:30,1.7,0,2.4,95.6,2,58
Weekday,48 - 48W - 07:00,3.7,4,7.6,92.4,0,214
Weekday,48 - 48W - 07:30,10.1,3,8,89.3,2.7,615
Weekday,48 - 48W - 08:00,7.1,4,11.7,87.3,1,448
Weekday,48 - 48W - 08:30,4.2,3,9.5,90.3,0.2,258
Weekday,48 - 48W - 09:00,7.5,6,4.5,92.4,3.1,450
Weekday,48 - 48W - 09:30,5.6,4,5.2,92.8,2.1,336
Weekday,48 - 48W - 10:00,6.5,10,7.2,92.5,0.3,419
Weekday,48 - 48W - 10:30,5.7,4,4.3,91.1,4.6,349
Weekday,48 - 48W - 11:00,6.2,4,6.5,90.3,3.1,359
Weekday,48 - 48W - 11:30,6.4,4,4.4,93.2,2.4,399
Weekday,48 - 48W - 12:00,4.4,6,6.8,90.5,2.6,259
Weekday,48 - 48W - 12:30,5.3,3,10.9,87,2.2,333
Weekday,48 - 48W - 13:00,6.8,12,11.2,87.8,1,434
Weekday,48 - 48W - 13:30,4.8,4,6.2,92.9,0.9,300
Weekday,48 - 48W - 14:00,7.2,5,3.4,85.2,11.3,454
Weekday,48 - 48W - 14:30,20.1,8,5.9,81.9,12.2,"1,264"
Weekday,48 - 48W - 15:00,9.9,8,5.6,90.1,4.4,614
Weekday,48 - 48W - 15:30,9.7,5,6.2,77.7,16,589
Weekday,48 - 48W - 16:00,6.9,12,4.6,87.4,7.9,442
Weekday,48 - 48W - 16:30,5,5,3.5,87.7,8.8,299
Weekday,48 - 48W - 17:00,4.7,4,3.4,83.3,13.3,287
Weekday,48 - 48W - 17:30,4.1,4,4,94,2,261
Weekday,48 - 48W - 18:00,4.8,6,4.1,93.1,2.8,284
Weekday,48 - 48W - 18:30,4.4,3,4.7,93.1,2.2,252
Weekday,48 - 48W - 19:00,3.5,21,5.4,94.5,0.1,192
Weekday,48 - 48W - 19:30,3.1,3,7.3,92.7,0,163
Weekday,48 - 48W - 20:00,3.9,5,3.7,92.8,3.5,233
Weekday,48 - 48W - 21:00,4.9,6,6.7,93.3,0,315
