Day,Trip,AverageDailyBoardings,MedianPassengerLoad,Early,OnTime,Late,TotalFareCounts
Weekday,26 - 26S - 14:38,8,9,2.6,93.3,4.2,490
Weekday,26 - 26S - 14:59,4.6,7,1.2,82.9,15.9,251
Weekday,26 - 26S - 15:19,8.1,10,4,94.2,1.8,508
Weekday,26 - 26S - 15:39,8.2,8,1,83.3,15.7,510
Weekday,26 - 26S - 15:59,7.5,10,2.4,93,4.6,472
Weekday,26 - 26S - 16:18,5.4,7,1.4,87.7,10.9,330
Weekday,26 - 26S - 16:38,4.5,8,6.6,90.8,2.6,257
Weekday,26 - 26S - 16:58,5.3,7,1.3,72.3,26.4,297
Weekday,26 - 26S - 17:18,4,8,5.8,92,2.2,246
Weekday,26 - 26S - 17:38,3.3,6,1.9,87.3,10.8,194
Weekday,26 - 26S - 17:58,3,8,4.1,92.8,3.1,182
Weekday,26 - 26S - 18:18,2.7,6,0.2,92,7.9,139
Weekday,26 - 26S - 18:38,2.5,6,2.9,95.5,1.7,121
Weekday,26 - 26S - 18:58,2.5,6,0.4,91.5,8.2,114
Weekday,26 - 26S - 19:18,2.3,6,3.3,94.7,2,120
Weekday,26 - 26S - 19:38,2.3,5,0.5,96.9,2.6,120
Weekday,26 - 26S - 19:58,2.2,6,3.1,95.2,1.6,103
Weekday,26 - 26S - 20:18,2.3,5,2.4,97.3,0.3,79
Weekday,26 - 26S - 20:46,1.9,6,3.8,93.7,2.5,78
Weekday,26 - 26S - 21:16,1.9,5,7.4,89.5,3.2,62
Weekday,26 - 26S - 21:45,2.1,5,2.7,92.8,4.6,29
