Day,Trip,AverageDailyBoardings,MedianPassengerLoad,Early,OnTime,Late,TotalFareCounts
Saturday,42 - 42E - 07:00,3.8,2,6.1,93.9,0,45
Saturday,42 - 42E - 07:30,1.5,2,5.5,94.5,0,16
Saturday,42 - 42E - 08:00,3.4,3,6.6,93.4,0,41
Saturday,42 - 42E - 08:30,2.5,2,9.9,90.1,0,27
Saturday,42 - 42E - 09:00,2.4,5,18.7,81.3,0,24
Saturday,42 - 42E - 09:30,2.8,3,6.3,93.7,0,33
Saturday,42 - 42E - 10:00,2.9,5,5.4,94.6,0,38
Saturday,42 - 42E - 10:30,3.7,4,3.8,96.2,0,48
Saturday,42 - 42E - 11:00,5.1,8,4.2,95.8,0,56
Saturday,42 - 42E - 11:30,3.9,6,7.2,92.5,0.3,47
Saturday,42 - 42E - 12:00,3.9,11,12,88,0,51
Saturday,42 - 42E - 12:30,3.8,6,5,94.7,0.3,49
Saturday,42 - 42E - 13:00,4.8,5,9.1,90.9,0,62
Saturday,42 - 42E - 13:30,4.8,9,5.3,94.5,0.3,58
Saturday,42 - 42E - 14:00,4.8,7,5.4,93.4,1.2,63
Saturday,42 - 42E - 14:30,4.7,8,4.4,92.6,3,61
Saturday,42 - 42E - 15:00,6.1,5,4.4,95.6,0,79
Saturday,42 - 42E - 15:30,5.3,10,5.5,94.5,0,64
Saturday,42 - 42E - 16:00,5.5,6,6.1,93.9,0,71
Saturday,42 - 42E - 16:30,6.1,13,4.9,94.8,0.2,79
Saturday,42 - 42E - 17:00,8.1,8,6.4,93.6,0,105
Saturday,42 - 42E - 17:30,3.8,12,6.8,85.2,8,42
Saturday,42 - 42E - 18:00,9.3,7,4.6,95.4,0,111
Saturday,42 - 42E - 18:30,8.6,13,3.2,96.8,0,112
Saturday,42 - 42W - 07:00,2.9,1,7.4,92.6,0,38
Saturday,42 - 42W - 07:30,3.3,3,22,70.1,7.9,43
Saturday,42 - 42W - 08:00,2.7,3,27.7,72.3,0,24
Saturday,42 - 42W - 08:30,4.2,6,24.6,75.4,0,54
Saturday,42 - 42W - 09:00,3.1,3,21.1,78.9,0,34
Saturday,42 - 42W - 09:30,2.3,4,34.4,65.6,0,25
Saturday,42 - 42W - 10:00,5.8,6,10.4,89.6,0,76
Saturday,42 - 42W - 10:30,6.7,10,20.1,79.9,0,87
Saturday,42 - 42W - 11:00,6.1,6,11.2,88.8,0,79
Saturday,42 - 42W - 11:30,7.4,11,6.1,93.9,0,96
Saturday,42 - 42W - 12:00,4.8,7,7.1,89.3,3.6,63
Saturday,42 - 42W - 12:30,6.2,19,12.7,87.3,0,74
Saturday,42 - 42W - 13:00,5.7,9,9.1,90.9,0,68
Saturday,42 - 42W - 13:30,5.2,8,16.1,83.9,0,67
Saturday,42 - 42W - 14:00,5.7,8,12.7,87.3,0,74
Saturday,42 - 42W - 14:30,8.2,6,11.6,88.4,0,106
Saturday,42 - 42W - 15:00,5.3,9,8.7,91.3,0,69
Saturday,42 - 42W - 15:30,7,6,12.5,87.5,0,91
Saturday,42 - 42W - 16:00,4.9,10,10,90,0,64
Saturday,42 - 42W - 16:30,7.3,6,8.5,91.5,0,88
Saturday,42 - 42W - 17:00,6.1,15,13.5,86.2,0.3,73
Saturday,42 - 42W - 17:30,4.8,5,10.8,89.2,0,62
Saturday,42 - 42W - 18:00,3.8,10,18.5,81.5,0,45
Saturday,42 - 42W - 18:30,5.6,7,20.9,79.1,0,62
Weekday,42 - 42E - 06:00,1.6,0,3.6,92.4,3.9,69
Weekday,42 - 42E - 06:30,3.5,2,4.7,94.2,1.1,216
Weekday,42 - 42E - 07:00,10.7,3,3.6,94.7,1.7,675
Weekday,42 - 42E - 07:30,10.5,6,3.8,92.1,4.1,648
Weekday,42 - 42E - 08:00,9.1,26,3.5,93.9,2.6,574
Weekday,42 - 42E - 08:30,8.7,3,3.4,94.2,2.4,540
Weekday,42 - 42E - 09:00,7.4,5,3.6,94.5,1.9,476
Weekday,42 - 42E - 09:30,5.8,25,4.3,94.8,0.9,374
Weekday,42 - 42E - 10:00,4.7,3,3.2,95.1,1.6,302
Weekday,42 - 42E - 10:30,6.7,8,5.4,92.6,2,427
Weekday,42 - 42E - 11:00,9.4,33,3.7,91.7,4.6,601
Weekday,42 - 42E - 11:30,8,7,4.3,94.5,1.2,512
Weekday,42 - 42E - 12:00,6.7,7,4.1,90.8,5.1,425
Weekday,42 - 42E - 12:30,8,47,3.8,93.4,2.8,496
Weekday,42 - 42E - 13:00,6.6,5,3.7,95.2,1.1,421
Weekday,42 - 42E - 13:30,8.6,9,5.2,93.8,1,543
Weekday,42 - 42E - 14:00,11.3,17,3.3,90.8,5.9,700
Weekday,42 - 42E - 14:30,50.3,10,4.6,87.2,8.2,"3,221"
Weekday,42 - 42E - 15:00,11.9,13,7.9,86.9,5.2,740
Weekday,42 - 42E - 15:30,11.8,58,6.8,89.9,3.3,730
Weekday,42 - 42E - 16:00,9.9,8,2.5,90.1,7.4,614
Weekday,42 - 42E - 16:30,10.2,13,7.4,88.3,4.3,642
Weekday,42 - 42E - 17:00,8.5,48,4.8,90.8,4.3,537
Weekday,42 - 42E - 17:30,7.2,6,3.3,93.6,3.1,451
Weekday,42 - 42E - 18:00,7.5,11,4.9,92.9,2.2,471
Weekday,42 - 42E - 18:30,6.8,52,3.6,95.9,0.5,426
Weekday,42 - 42E - 19:00,5.7,5,3.3,94.1,2.6,344
Weekday,42 - 42E - 19:30,4.7,11,6.2,93.2,0.5,300
