Day,Trip,AverageDailyBoardings,MedianPassengerLoad,Early,OnTime,Late,TotalFareCounts
Saturday,20 - 20W - 17:15,4,5,12.1,87.9,0,44
Saturday,20 - 20W - 17:45,4.5,3,14.2,85.5,0.3,54
Saturday,20 - 20W - 18:15,4.9,5,4.1,95.9,0,44
Saturday,20 - 20W - 18:45,4.8,4,5.6,94.4,0,58
Saturday,20 - 20W - 19:15,5.4,3,16,79.3,4.7,65
Saturday,20 - 20W - 20:15,4.5,4,8.8,90.3,0.9,50
Saturday,20 - 20W - 21:15,5.4,5,5,95,0,70
Weekday,20 - 20E - 06:18,3.1,2,1.7,98.3,0,194
Weekday,20 - 20E - 06:48,7,5,5.7,91.1,3.2,440
Weekday,20 - 20E - 07:18,15.4,6,1.2,82.1,16.7,985
Weekday,20 - 20E - 07:48,5.5,4,6.7,80.1,13.2,352
Weekday,20 - 20E - 08:18,6.1,5,1.7,91.3,7.1,378
Weekday,20 - 20E - 08:48,3.2,3,1.7,74.6,23.7,191
Weekday,20 - 20E - 09:18,4.8,4,0,82.9,17.1,305
Weekday,20 - 20E - 09:48,4.3,4,1.3,95.7,3,273
Weekday,20 - 20E - 10:18,4.9,5,1.2,91.6,7.1,307
Weekday,20 - 20E - 10:48,3.4,3,3.7,77.5,18.8,189
Weekday,20 - 20E - 11:18,2.9,2,0.4,83.2,16.4,176
Weekday,20 - 20E - 11:48,3.4,3,1.5,83.5,15,197
Weekday,20 - 20E - 12:18,3.6,3,0.6,82,17.4,225
Weekday,20 - 20E - 12:48,3.6,3,1.9,71.9,26.3,199
Weekday,20 - 20E - 13:18,4.3,3,4.3,72.3,23.4,255
Weekday,20 - 20E - 13:48,5.3,4,3,84.2,12.8,335
Weekday,20 - 20E - 14:18,7.3,6,0.1,55.8,44.1,457
Weekday,20 - 20E - 14:48,4.8,10,0.1,26.6,73.3,306
Weekday,20 - 20E - 15:20,6.5,5,8.5,76.9,14.6,405
Weekday,20 - 20E - 15:50,3.6,5,2.5,78.4,19.1,210
Weekday,20 - 20E - 16:20,4.1,5,1.1,54.7,44.2,237
Weekday,20 - 20E - 16:50,2.5,4,14.9,74,11.1,131
Weekday,20 - 20E - 17:20,2.6,3,17.4,67.5,15.1,124
Weekday,20 - 20E - 17:50,2.3,4,3.6,89.1,7.3,116
Weekday,20 - 20E - 18:18,2.1,4,0.3,82,17.7,92
Weekday,20 - 20E - 18:48,2,3,9.8,84,6.2,87
Weekday,20 - 20E - 19:18,2.5,3,8.3,82.2,9.5,126
Weekday,20 - 20E - 19:48,2.2,3,1.5,95.2,3.3,113
Weekday,20 - 20E - 20:15,2.3,3,5.5,94.3,0.1,118
Weekday,20 - 20E - 20:45,2.1,3,7.1,92.9,0,112
Weekday,20 - 20E - 21:15,1.6,2,6.1,93.1,0.8,58
Weekday,20 - 20E - 21:45,1.3,3,5,95,0,30
Weekday,20 - 20W - 06:15,3.7,1,4.3,95.1,0.7,238
Weekday,20 - 20W - 06:45,11.5,4,3.8,93.8,2.4,739
Weekday,20 - 20W - 07:15,23.6,11,3.9,88.6,7.5,"1,488"
Weekday,20 - 20W - 07:45,8.8,2,7.3,78.8,14,548
Weekday,20 - 20W - 08:15,5.4,2,3.9,91.6,4.5,333
Weekday,20 - 20W - 08:45,6,2,4,92.3,3.7,372
Weekday,20 - 20W - 09:15,4.7,3,4.2,94.3,1.5,276
Weekday,20 - 20W - 09:45,4.1,2,4.1,92.9,3,233
Weekday,20 - 20W - 10:15,4.3,2,3.8,89.3,6.9,268
Weekday,20 - 20W - 10:45,5,3,3.9,91.1,4.9,308
Weekday,20 - 20W - 11:15,5.1,4,3.9,93.4,2.7,319
Weekday,20 - 20W - 11:45,6.3,4,3.8,88.5,7.7,392
Weekday,20 - 20W - 12:15,5.7,3,3.9,87.3,8.9,356
Weekday,20 - 20W - 12:45,6.7,5,3.9,94.7,1.5,427
Weekday,20 - 20W - 13:15,5.3,4,4.3,94.3,1.3,338
Weekday,20 - 20W - 13:45,11.7,5,3.9,87.3,8.8,738
Weekday,20 - 20W - 14:15,6.9,4,6,89.3,4.6,428
Weekday,20 - 20W - 14:45,25.7,11,5.7,82.9,11.4,"1,647"
Weekday,20 - 20W - 15:15,15.3,11,3.8,79.4,16.8,963
Weekday,20 - 20W - 15:45,10.2,7,4.3,87.2,8.6,641
Weekday,20 - 20W - 16:15,8.3,7,8.9,82,9.2,520
Weekday,20 - 20W - 16:45,6.8,5,4.7,92.5,2.8,436
Weekday,20 - 20W - 17:15,7.2,7,4,87.3,8.7,448
Weekday,20 - 20W - 17:45,6,5,7,89,3.9,383
Weekday,20 - 20W - 18:15,6.1,5,10.1,89.3,0.6,379
Weekday,20 - 20W - 18:45,4.1,4,6.2,93.8,0,244
Weekday,20 - 20W - 19:15,4.7,5,4.6,93.6,1.7,292
Weekday,20 - 20W - 19:45,3.1,4,6.6,93.4,0,180
Weekday,20 - 20W - 20:15,4.6,5,4.2,95.7,0.1,286
Weekday,20 - 20W - 20:45,4.4,4,3.7,95.5,0.7,224
Weekday,20 - 20W - 21:15,3.8,5,4.9,95,0.1,237
Weekday,20 - 20W - 21:45,2.9,3,4.2,95.4,0.4,140
