Day,Trip,AverageDailyBoardings,MedianPassengerLoad,Early,OnTime,Late,TotalFareCounts
Sunday,123 - 123N - 15:30,15.2,5,6.2,93.4,0.4,197
Sunday,123 - 123N - 16:00,18.1,7,2.1,91.7,6.2,253
Sunday,123 - 123N - 16:30,12,3,2.7,96.2,1.1,156
Sunday,123 - 123N - 17:00,13.6,3,3.2,96.6,0.1,191
Sunday,123 - 123N - 17:30,15.4,5,4.1,95.5,0.4,200
Sunday,123 - 123N - 18:00,5.9,8,5.6,94.4,0,71
Sunday,123 - 123S - 08:15,3.9,1,4.1,95.9,0,55
Sunday,123 - 123S - 08:27,7.9,2,4.1,95.9,0,111
Sunday,123 - 123S - 08:57,6.1,3,5.7,92.8,1.5,85
Sunday,123 - 123S - 09:27,6.7,2,1.1,98.9,0,87
Sunday,123 - 123S - 09:57,10.3,3,0.9,88.3,10.8,144
Sunday,123 - 123S - 10:27,10.2,3,1.1,98.9,0,132
Sunday,123 - 123S - 10:57,11.1,6,4.2,95,0.8,155
Sunday,123 - 123S - 11:27,11,3,3.7,78.8,17.5,143
Sunday,123 - 123S - 11:57,11.5,3,2,93.7,4.4,161
Sunday,123 - 123S - 12:27,12.3,3,0.8,99.2,0,160
Sunday,123 - 123S - 12:57,12.5,7,0,85.8,14.2,162
Sunday,123 - 123S - 13:27,10.5,3,0.5,83.4,16.1,137
Sunday,123 - 123S - 13:57,10.5,3,2.1,89.7,8.2,147
Sunday,123 - 123S - 14:27,12.5,4,0.5,95.3,4.2,162
Sunday,123 - 123S - 14:57,12.9,6,2.1,74.3,23.6,168
Sunday,123 - 123S - 15:27,12.7,3,0.3,92.9,6.8,165
Sunday,123 - 123S - 15:57,12.3,4,4.1,93.2,2.7,172
Sunday,123 - 123S - 16:27,12.3,3,0,98.8,1.2,160
Sunday,123 - 123S - 16:57,11.5,8,0,90.1,9.9,161
Sunday,123 - 123S - 17:27,7.1,2,3.5,95.9,0.6,92
Sunday,123 - 123S - 17:57,6.2,3,1.7,95.2,3.2,87
Sunday,123 - 123S - 18:27,2.5,2,1.9,98.1,0,27
Weekday,123 - 123N - 05:45,2.1,1,4.8,91.9,3.4,114
Weekday,123 - 123N - 05:57,3.7,1,3.3,94.5,2.2,231
Weekday,123 - 123N - 06:00,8.1,1,6.3,92.8,0.9,518
Weekday,123 - 123N - 06:30,34.1,5,3.4,94.5,2.2,"2,182"
Weekday,123 - 123N - 07:00,14.3,3,4.7,93.3,2.1,912
Weekday,123 - 123N - 07:30,13.4,4,3.3,95.9,0.8,860
Weekday,123 - 123N - 08:00,15.3,6,3.2,91.9,4.9,982
Weekday,123 - 123N - 08:30,16.6,4,2.8,94.6,2.5,"1,062"
Weekday,123 - 123N - 09:00,15.9,4,3.2,91.5,5.4,"1,020"
Weekday,123 - 123N - 09:30,14.5,5,3.8,95.3,0.9,929
Weekday,123 - 123N - 10:00,13,8,3.5,91,5.5,831
Weekday,123 - 123N - 10:30,18.4,5,2.7,94.6,2.7,"1,175"
Weekday,123 - 123N - 11:00,14.7,5,3.5,90.3,6.3,938
Weekday,123 - 123N - 11:30,18.6,7,4.1,91.4,4.5,"1,172"
Weekday,123 - 123N - 12:00,19.3,12,5.7,90.8,3.6,"1,238"
Weekday,123 - 123N - 12:30,21.7,7,3.6,94,2.4,"1,390"
Weekday,123 - 123N - 13:00,25.1,7,5,90.9,4.2,"1,605"
Weekday,123 - 123N - 13:30,22.8,9,3.7,92.5,3.7,"1,456"
Weekday,123 - 123N - 14:00,37.7,16,3.2,88.6,8.2,"2,372"
Weekday,123 - 123N - 14:30,29.1,9,2.8,89.6,7.6,"1,864"
Weekday,123 - 123N - 15:00,22.7,7,5.6,88.3,6.1,"1,450"
Weekday,123 - 123N - 15:30,22,11,7.4,89.2,3.5,"1,408"
Weekday,123 - 123N - 16:00,24.1,16,4.7,93,2.4,"1,540"
Weekday,123 - 123N - 16:30,18.7,8,2.7,90.7,6.6,"1,180"
Weekday,123 - 123N - 17:00,16.1,6,3.5,89.9,6.5,"1,030"
Weekday,123 - 123N - 17:30,14.8,11,5.7,90.3,3.9,946
Weekday,123 - 123N - 18:00,14.6,15,4.6,94.5,0.8,921
Weekday,123 - 123N - 18:30,12.3,8,3.2,93.7,3.1,784
Weekday,123 - 123N - 19:00,10.3,5,4.6,92.9,2.5,656
Weekday,123 - 123N - 19:30,10.8,11,4.8,92.6,2.5,692
Weekday,123 - 123N - 20:00,11,16,4.2,95.7,0.1,692
Weekday,123 - 123N - 20:30,7.5,7,3.4,94.2,2.4,481
Weekday,123 - 123N - 21:00,7,5,4.5,94.8,0.6,446
Weekday,123 - 123N - 21:30,3.1,9,11,86.4,2.6,178
Weekday,123 - 123S - 05:57,4.7,2,13.8,82.9,3.3,288
Weekday,123 - 123S - 06:27,12.1,4,5.3,92.5,2.2,776
Weekday,123 - 123S - 06:57,14.5,5,6.1,89.9,4,925
Weekday,123 - 123S - 07:28,15.3,3,0.8,80.4,18.8,981
Weekday,123 - 123S - 07:59,10.7,4,10.7,87.5,1.8,686
Weekday,123 - 123S - 08:28,10.8,5,4.9,89.5,5.6,691
Weekday,123 - 123S - 08:58,9.3,6,13.2,84.1,2.7,593
Weekday,123 - 123S - 09:27,13.1,4,2,94.2,3.7,836
Weekday,123 - 123S - 09:57,13.5,6,5.5,85.7,8.8,866
Weekday,123 - 123S - 10:27,15.1,7,4,90.6,5.4,951
Weekday,123 - 123S - 10:57,11.7,10,8.8,83.9,7.3,748
Weekday,123 - 123S - 11:28,11,5,2,91.6,6.3,701
Weekday,123 - 123S - 11:58,15.3,6,4.1,88.5,7.4,982
Weekday,123 - 123S - 12:28,16.4,8,2,86.3,11.7,"1,033"
Weekday,123 - 123S - 12:58,16.6,13,6.3,87,6.7,"1,063"
Weekday,123 - 123S - 13:28,23.2,9,0.6,90.5,8.9,"1,487"
Weekday,123 - 123S - 13:58,21.1,8,3.2,81.5,15.3,"1,348"
Weekday,123 - 123S - 14:29,33.3,12,1.3,82.7,16,"2,133"
Weekday,123 - 123S - 14:59,22.1,15,1,62.5,36.5,"1,416"
Weekday,123 - 123S - 15:32,22.2,10,0.3,71.8,27.9,"1,418"
Weekday,123 - 123S - 16:02,16.6,7,8.3,85.3,6.4,"1,062"
Weekday,123 - 123S - 16:31,16.1,11,7.8,90.1,2.1,"1,033"
Weekday,123 - 123S - 17:01,14.7,15,2.1,93.9,4,938
Weekday,123 - 123S - 17:29,13.1,8,1.6,87.6,10.8,839
Weekday,123 - 123S - 17:59,10.9,6,7.7,91,1.3,697
Weekday,123 - 123S - 18:29,8.5,10,10.1,89.2,0.7,547
Weekday,123 - 123S - 18:59,8.5,13,2.9,97.1,0,536
Weekday,123 - 123S - 19:28,9.7,7,0.5,97.8,1.6,623
Weekday,123 - 123S - 19:58,7.1,5,5.9,90.6,3.5,457
Weekday,123 - 123S - 20:28,6.5,10,4.3,94.7,1,415
Weekday,123 - 123S - 20:58,6.7,15,2.7,97.3,0,425
Weekday,123 - 123S - 21:28,3.3,6,1.6,97.9,0.5,191
Weekday,123 - 123S - 21:58,1.1,2,10.2,89.7,0.1,48
